gen_id,seed,img_path,w_npz_path,gene_class_idx,z_dim,w_dim,num_ws,trunc
00000031,31,data/gene_36class/generated/gene_0/images/seed0031_latClass_0.png,data/gene_36class/generated/gene_0/w/00000031.npz,0,512,512,16,0.7
00000032,32,data/gene_36class/generated/gene_0/images/seed0032_latClass_0.png,data/gene_36class/generated/gene_0/w/00000032.npz,0,512,512,16,0.7
00000033,33,data/gene_36class/generated/gene_0/images/seed0033_latClass_0.png,data/gene_36class/generated/gene_0/w/00000033.npz,0,512,512,16,0.7
00000034,34,data/gene_36class/generated/gene_0/images/seed0034_latClass_0.png,data/gene_36class/generated/gene_0/w/00000034.npz,0,512,512,16,0.7
00000035,35,data/gene_36class/generated/gene_0/images/seed0035_latClass_0.png,data/gene_36class/generated/gene_0/w/00000035.npz,0,512,512,16,0.7
00000036,36,data/gene_36class/generated/gene_0/images/seed0036_latClass_0.png,data/gene_36class/generated/gene_0/w/00000036.npz,0,512,512,16,0.7
00000037,37,data/gene_36class/generated/gene_0/images/seed0037_latClass_0.png,data/gene_36class/generated/gene_0/w/00000037.npz,0,512,512,16,0.7
00000038,38,data/gene_36class/generated/gene_0/images/seed0038_latClass_0.png,data/gene_36class/generated/gene_0/w/00000038.npz,0,512,512,16,0.7
00000039,39,data/gene_36class/generated/gene_0/images/seed0039_latClass_0.png,data/gene_36class/generated/gene_0/w/00000039.npz,0,512,512,16,0.7
00000040,40,data/gene_36class/generated/gene_0/images/seed0040_latClass_0.png,data/gene_36class/generated/gene_0/w/00000040.npz,0,512,512,16,0.7
00000041,41,data/gene_36class/generated/gene_0/images/seed0041_latClass_0.png,data/gene_36class/generated/gene_0/w/00000041.npz,0,512,512,16,0.7
00000042,42,data/gene_36class/generated/gene_0/images/seed0042_latClass_0.png,data/gene_36class/generated/gene_0/w/00000042.npz,0,512,512,16,0.7
00000043,43,data/gene_36class/generated/gene_0/images/seed0043_latClass_0.png,data/gene_36class/generated/gene_0/w/00000043.npz,0,512,512,16,0.7
00000044,44,data/gene_36class/generated/gene_0/images/seed0044_latClass_0.png,data/gene_36class/generated/gene_0/w/00000044.npz,0,512,512,16,0.7
00000045,45,data/gene_36class/generated/gene_0/images/seed0045_latClass_0.png,data/gene_36class/generated/gene_0/w/00000045.npz,0,512,512,16,0.7
00000046,46,data/gene_36class/generated/gene_0/images/seed0046_latClass_0.png,data/gene_36class/generated/gene_0/w/00000046.npz,0,512,512,16,0.7
00000047,47,data/gene_36class/generated/gene_0/images/seed0047_latClass_0.png,data/gene_36class/generated/gene_0/w/00000047.npz,0,512,512,16,0.7
00000048,48,data/gene_36class/generated/gene_0/images/seed0048_latClass_0.png,data/gene_36class/generated/gene_0/w/00000048.npz,0,512,512,16,0.7
00000049,49,data/gene_36class/generated/gene_0/images/seed0049_latClass_0.png,data/gene_36class/generated/gene_0/w/00000049.npz,0,512,512,16,0.7
00000050,50,data/gene_36class/generated/gene_0/images/seed0050_latClass_0.png,data/gene_36class/generated/gene_0/w/00000050.npz,0,512,512,16,0.7
00000051,51,data/gene_36class/generated/gene_0/images/seed0051_latClass_0.png,data/gene_36class/generated/gene_0/w/00000051.npz,0,512,512,16,0.7
00000052,52,data/gene_36class/generated/gene_0/images/seed0052_latClass_0.png,data/gene_36class/generated/gene_0/w/00000052.npz,0,512,512,16,0.7
00000053,53,data/gene_36class/generated/gene_0/images/seed0053_latClass_0.png,data/gene_36class/generated/gene_0/w/00000053.npz,0,512,512,16,0.7
00000054,54,data/gene_36class/generated/gene_0/images/seed0054_latClass_0.png,data/gene_36class/generated/gene_0/w/00000054.npz,0,512,512,16,0.7
00000055,55,data/gene_36class/generated/gene_0/images/seed0055_latClass_0.png,data/gene_36class/generated/gene_0/w/00000055.npz,0,512,512,16,0.7
00000056,56,data/gene_36class/generated/gene_0/images/seed0056_latClass_0.png,data/gene_36class/generated/gene_0/w/00000056.npz,0,512,512,16,0.7
00000057,57,data/gene_36class/generated/gene_0/images/seed0057_latClass_0.png,data/gene_36class/generated/gene_0/w/00000057.npz,0,512,512,16,0.7
00000058,58,data/gene_36class/generated/gene_0/images/seed0058_latClass_0.png,data/gene_36class/generated/gene_0/w/00000058.npz,0,512,512,16,0.7
00000059,59,data/gene_36class/generated/gene_0/images/seed0059_latClass_0.png,data/gene_36class/generated/gene_0/w/00000059.npz,0,512,512,16,0.7
00000060,60,data/gene_36class/generated/gene_0/images/seed0060_latClass_0.png,data/gene_36class/generated/gene_0/w/00000060.npz,0,512,512,16,0.7
00000061,61,data/gene_36class/generated/gene_0/images/seed0061_latClass_0.png,data/gene_36class/generated/gene_0/w/00000061.npz,0,512,512,16,0.7
00000062,62,data/gene_36class/generated/gene_0/images/seed0062_latClass_0.png,data/gene_36class/generated/gene_0/w/00000062.npz,0,512,512,16,0.7
00000063,63,data/gene_36class/generated/gene_0/images/seed0063_latClass_0.png,data/gene_36class/generated/gene_0/w/00000063.npz,0,512,512,16,0.7
00000064,64,data/gene_36class/generated/gene_0/images/seed0064_latClass_0.png,data/gene_36class/generated/gene_0/w/00000064.npz,0,512,512,16,0.7
00000065,65,data/gene_36class/generated/gene_0/images/seed0065_latClass_0.png,data/gene_36class/generated/gene_0/w/00000065.npz,0,512,512,16,0.7
00000066,66,data/gene_36class/generated/gene_0/images/seed0066_latClass_0.png,data/gene_36class/generated/gene_0/w/00000066.npz,0,512,512,16,0.7
00000067,67,data/gene_36class/generated/gene_0/images/seed0067_latClass_0.png,data/gene_36class/generated/gene_0/w/00000067.npz,0,512,512,16,0.7
00000068,68,data/gene_36class/generated/gene_0/images/seed0068_latClass_0.png,data/gene_36class/generated/gene_0/w/00000068.npz,0,512,512,16,0.7
00000069,69,data/gene_36class/generated/gene_0/images/seed0069_latClass_0.png,data/gene_36class/generated/gene_0/w/00000069.npz,0,512,512,16,0.7
00000070,70,data/gene_36class/generated/gene_0/images/seed0070_latClass_0.png,data/gene_36class/generated/gene_0/w/00000070.npz,0,512,512,16,0.7
00000071,71,data/gene_36class/generated/gene_0/images/seed0071_latClass_0.png,data/gene_36class/generated/gene_0/w/00000071.npz,0,512,512,16,0.7
00000072,72,data/gene_36class/generated/gene_0/images/seed0072_latClass_0.png,data/gene_36class/generated/gene_0/w/00000072.npz,0,512,512,16,0.7
00000073,73,data/gene_36class/generated/gene_0/images/seed0073_latClass_0.png,data/gene_36class/generated/gene_0/w/00000073.npz,0,512,512,16,0.7
00000074,74,data/gene_36class/generated/gene_0/images/seed0074_latClass_0.png,data/gene_36class/generated/gene_0/w/00000074.npz,0,512,512,16,0.7
00000075,75,data/gene_36class/generated/gene_0/images/seed0075_latClass_0.png,data/gene_36class/generated/gene_0/w/00000075.npz,0,512,512,16,0.7
00000076,76,data/gene_36class/generated/gene_0/images/seed0076_latClass_0.png,data/gene_36class/generated/gene_0/w/00000076.npz,0,512,512,16,0.7
00000077,77,data/gene_36class/generated/gene_0/images/seed0077_latClass_0.png,data/gene_36class/generated/gene_0/w/00000077.npz,0,512,512,16,0.7
00000078,78,data/gene_36class/generated/gene_0/images/seed0078_latClass_0.png,data/gene_36class/generated/gene_0/w/00000078.npz,0,512,512,16,0.7
00000079,79,data/gene_36class/generated/gene_0/images/seed0079_latClass_0.png,data/gene_36class/generated/gene_0/w/00000079.npz,0,512,512,16,0.7
00000080,80,data/gene_36class/generated/gene_0/images/seed0080_latClass_0.png,data/gene_36class/generated/gene_0/w/00000080.npz,0,512,512,16,0.7
00000081,81,data/gene_36class/generated/gene_0/images/seed0081_latClass_0.png,data/gene_36class/generated/gene_0/w/00000081.npz,0,512,512,16,0.7
00000082,82,data/gene_36class/generated/gene_0/images/seed0082_latClass_0.png,data/gene_36class/generated/gene_0/w/00000082.npz,0,512,512,16,0.7
00000083,83,data/gene_36class/generated/gene_0/images/seed0083_latClass_0.png,data/gene_36class/generated/gene_0/w/00000083.npz,0,512,512,16,0.7
00000084,84,data/gene_36class/generated/gene_0/images/seed0084_latClass_0.png,data/gene_36class/generated/gene_0/w/00000084.npz,0,512,512,16,0.7
00000085,85,data/gene_36class/generated/gene_0/images/seed0085_latClass_0.png,data/gene_36class/generated/gene_0/w/00000085.npz,0,512,512,16,0.7
00000086,86,data/gene_36class/generated/gene_0/images/seed0086_latClass_0.png,data/gene_36class/generated/gene_0/w/00000086.npz,0,512,512,16,0.7
00000087,87,data/gene_36class/generated/gene_0/images/seed0087_latClass_0.png,data/gene_36class/generated/gene_0/w/00000087.npz,0,512,512,16,0.7
00000088,88,data/gene_36class/generated/gene_0/images/seed0088_latClass_0.png,data/gene_36class/generated/gene_0/w/00000088.npz,0,512,512,16,0.7
00000089,89,data/gene_36class/generated/gene_0/images/seed0089_latClass_0.png,data/gene_36class/generated/gene_0/w/00000089.npz,0,512,512,16,0.7
00000090,90,data/gene_36class/generated/gene_0/images/seed0090_latClass_0.png,data/gene_36class/generated/gene_0/w/00000090.npz,0,512,512,16,0.7
00000091,91,data/gene_36class/generated/gene_0/images/seed0091_latClass_0.png,data/gene_36class/generated/gene_0/w/00000091.npz,0,512,512,16,0.7
00000092,92,data/gene_36class/generated/gene_0/images/seed0092_latClass_0.png,data/gene_36class/generated/gene_0/w/00000092.npz,0,512,512,16,0.7
00000093,93,data/gene_36class/generated/gene_0/images/seed0093_latClass_0.png,data/gene_36class/generated/gene_0/w/00000093.npz,0,512,512,16,0.7
00000094,94,data/gene_36class/generated/gene_0/images/seed0094_latClass_0.png,data/gene_36class/generated/gene_0/w/00000094.npz,0,512,512,16,0.7
00000095,95,data/gene_36class/generated/gene_0/images/seed0095_latClass_0.png,data/gene_36class/generated/gene_0/w/00000095.npz,0,512,512,16,0.7
00000096,96,data/gene_36class/generated/gene_0/images/seed0096_latClass_0.png,data/gene_36class/generated/gene_0/w/00000096.npz,0,512,512,16,0.7
00000097,97,data/gene_36class/generated/gene_0/images/seed0097_latClass_0.png,data/gene_36class/generated/gene_0/w/00000097.npz,0,512,512,16,0.7
00000098,98,data/gene_36class/generated/gene_0/images/seed0098_latClass_0.png,data/gene_36class/generated/gene_0/w/00000098.npz,0,512,512,16,0.7
00000099,99,data/gene_36class/generated/gene_0/images/seed0099_latClass_0.png,data/gene_36class/generated/gene_0/w/00000099.npz,0,512,512,16,0.7
00000100,100,data/gene_36class/generated/gene_0/images/seed0100_latClass_0.png,data/gene_36class/generated/gene_0/w/00000100.npz,0,512,512,16,0.7
00000101,101,data/gene_36class/generated/gene_0/images/seed0101_latClass_0.png,data/gene_36class/generated/gene_0/w/00000101.npz,0,512,512,16,0.7
00000102,102,data/gene_36class/generated/gene_0/images/seed0102_latClass_0.png,data/gene_36class/generated/gene_0/w/00000102.npz,0,512,512,16,0.7
00000103,103,data/gene_36class/generated/gene_0/images/seed0103_latClass_0.png,data/gene_36class/generated/gene_0/w/00000103.npz,0,512,512,16,0.7
00000104,104,data/gene_36class/generated/gene_0/images/seed0104_latClass_0.png,data/gene_36class/generated/gene_0/w/00000104.npz,0,512,512,16,0.7
00000105,105,data/gene_36class/generated/gene_0/images/seed0105_latClass_0.png,data/gene_36class/generated/gene_0/w/00000105.npz,0,512,512,16,0.7
00000106,106,data/gene_36class/generated/gene_0/images/seed0106_latClass_0.png,data/gene_36class/generated/gene_0/w/00000106.npz,0,512,512,16,0.7
00000107,107,data/gene_36class/generated/gene_0/images/seed0107_latClass_0.png,data/gene_36class/generated/gene_0/w/00000107.npz,0,512,512,16,0.7
00000108,108,data/gene_36class/generated/gene_0/images/seed0108_latClass_0.png,data/gene_36class/generated/gene_0/w/00000108.npz,0,512,512,16,0.7
00000109,109,data/gene_36class/generated/gene_0/images/seed0109_latClass_0.png,data/gene_36class/generated/gene_0/w/00000109.npz,0,512,512,16,0.7
00000110,110,data/gene_36class/generated/gene_0/images/seed0110_latClass_0.png,data/gene_36class/generated/gene_0/w/00000110.npz,0,512,512,16,0.7
00000111,111,data/gene_36class/generated/gene_0/images/seed0111_latClass_0.png,data/gene_36class/generated/gene_0/w/00000111.npz,0,512,512,16,0.7
00000112,112,data/gene_36class/generated/gene_0/images/seed0112_latClass_0.png,data/gene_36class/generated/gene_0/w/00000112.npz,0,512,512,16,0.7
00000113,113,data/gene_36class/generated/gene_0/images/seed0113_latClass_0.png,data/gene_36class/generated/gene_0/w/00000113.npz,0,512,512,16,0.7
00000114,114,data/gene_36class/generated/gene_0/images/seed0114_latClass_0.png,data/gene_36class/generated/gene_0/w/00000114.npz,0,512,512,16,0.7
00000115,115,data/gene_36class/generated/gene_0/images/seed0115_latClass_0.png,data/gene_36class/generated/gene_0/w/00000115.npz,0,512,512,16,0.7
00000116,116,data/gene_36class/generated/gene_0/images/seed0116_latClass_0.png,data/gene_36class/generated/gene_0/w/00000116.npz,0,512,512,16,0.7
00000117,117,data/gene_36class/generated/gene_0/images/seed0117_latClass_0.png,data/gene_36class/generated/gene_0/w/00000117.npz,0,512,512,16,0.7
00000118,118,data/gene_36class/generated/gene_0/images/seed0118_latClass_0.png,data/gene_36class/generated/gene_0/w/00000118.npz,0,512,512,16,0.7
00000119,119,data/gene_36class/generated/gene_0/images/seed0119_latClass_0.png,data/gene_36class/generated/gene_0/w/00000119.npz,0,512,512,16,0.7
00000120,120,data/gene_36class/generated/gene_0/images/seed0120_latClass_0.png,data/gene_36class/generated/gene_0/w/00000120.npz,0,512,512,16,0.7
00000121,121,data/gene_36class/generated/gene_0/images/seed0121_latClass_0.png,data/gene_36class/generated/gene_0/w/00000121.npz,0,512,512,16,0.7
00000122,122,data/gene_36class/generated/gene_0/images/seed0122_latClass_0.png,data/gene_36class/generated/gene_0/w/00000122.npz,0,512,512,16,0.7
00000123,123,data/gene_36class/generated/gene_0/images/seed0123_latClass_0.png,data/gene_36class/generated/gene_0/w/00000123.npz,0,512,512,16,0.7
00000124,124,data/gene_36class/generated/gene_0/images/seed0124_latClass_0.png,data/gene_36class/generated/gene_0/w/00000124.npz,0,512,512,16,0.7
00000125,125,data/gene_36class/generated/gene_0/images/seed0125_latClass_0.png,data/gene_36class/generated/gene_0/w/00000125.npz,0,512,512,16,0.7
00000126,126,data/gene_36class/generated/gene_0/images/seed0126_latClass_0.png,data/gene_36class/generated/gene_0/w/00000126.npz,0,512,512,16,0.7
00000127,127,data/gene_36class/generated/gene_0/images/seed0127_latClass_0.png,data/gene_36class/generated/gene_0/w/00000127.npz,0,512,512,16,0.7
00000128,128,data/gene_36class/generated/gene_0/images/seed0128_latClass_0.png,data/gene_36class/generated/gene_0/w/00000128.npz,0,512,512,16,0.7
00000129,129,data/gene_36class/generated/gene_0/images/seed0129_latClass_0.png,data/gene_36class/generated/gene_0/w/00000129.npz,0,512,512,16,0.7
00000130,130,data/gene_36class/generated/gene_0/images/seed0130_latClass_0.png,data/gene_36class/generated/gene_0/w/00000130.npz,0,512,512,16,0.7
00000131,131,data/gene_36class/generated/gene_0/images/seed0131_latClass_0.png,data/gene_36class/generated/gene_0/w/00000131.npz,0,512,512,16,0.7
00000132,132,data/gene_36class/generated/gene_0/images/seed0132_latClass_0.png,data/gene_36class/generated/gene_0/w/00000132.npz,0,512,512,16,0.7
00000133,133,data/gene_36class/generated/gene_0/images/seed0133_latClass_0.png,data/gene_36class/generated/gene_0/w/00000133.npz,0,512,512,16,0.7
00000134,134,data/gene_36class/generated/gene_0/images/seed0134_latClass_0.png,data/gene_36class/generated/gene_0/w/00000134.npz,0,512,512,16,0.7
00000135,135,data/gene_36class/generated/gene_0/images/seed0135_latClass_0.png,data/gene_36class/generated/gene_0/w/00000135.npz,0,512,512,16,0.7
00000136,136,data/gene_36class/generated/gene_0/images/seed0136_latClass_0.png,data/gene_36class/generated/gene_0/w/00000136.npz,0,512,512,16,0.7
00000137,137,data/gene_36class/generated/gene_0/images/seed0137_latClass_0.png,data/gene_36class/generated/gene_0/w/00000137.npz,0,512,512,16,0.7
00000138,138,data/gene_36class/generated/gene_0/images/seed0138_latClass_0.png,data/gene_36class/generated/gene_0/w/00000138.npz,0,512,512,16,0.7
00000139,139,data/gene_36class/generated/gene_0/images/seed0139_latClass_0.png,data/gene_36class/generated/gene_0/w/00000139.npz,0,512,512,16,0.7
00000140,140,data/gene_36class/generated/gene_0/images/seed0140_latClass_0.png,data/gene_36class/generated/gene_0/w/00000140.npz,0,512,512,16,0.7
00000141,141,data/gene_36class/generated/gene_0/images/seed0141_latClass_0.png,data/gene_36class/generated/gene_0/w/00000141.npz,0,512,512,16,0.7
00000142,142,data/gene_36class/generated/gene_0/images/seed0142_latClass_0.png,data/gene_36class/generated/gene_0/w/00000142.npz,0,512,512,16,0.7
00000143,143,data/gene_36class/generated/gene_0/images/seed0143_latClass_0.png,data/gene_36class/generated/gene_0/w/00000143.npz,0,512,512,16,0.7
00000144,144,data/gene_36class/generated/gene_0/images/seed0144_latClass_0.png,data/gene_36class/generated/gene_0/w/00000144.npz,0,512,512,16,0.7
00000145,145,data/gene_36class/generated/gene_0/images/seed0145_latClass_0.png,data/gene_36class/generated/gene_0/w/00000145.npz,0,512,512,16,0.7
00000146,146,data/gene_36class/generated/gene_0/images/seed0146_latClass_0.png,data/gene_36class/generated/gene_0/w/00000146.npz,0,512,512,16,0.7
00000147,147,data/gene_36class/generated/gene_0/images/seed0147_latClass_0.png,data/gene_36class/generated/gene_0/w/00000147.npz,0,512,512,16,0.7
00000148,148,data/gene_36class/generated/gene_0/images/seed0148_latClass_0.png,data/gene_36class/generated/gene_0/w/00000148.npz,0,512,512,16,0.7
00000149,149,data/gene_36class/generated/gene_0/images/seed0149_latClass_0.png,data/gene_36class/generated/gene_0/w/00000149.npz,0,512,512,16,0.7
00000150,150,data/gene_36class/generated/gene_0/images/seed0150_latClass_0.png,data/gene_36class/generated/gene_0/w/00000150.npz,0,512,512,16,0.7
00000151,151,data/gene_36class/generated/gene_0/images/seed0151_latClass_0.png,data/gene_36class/generated/gene_0/w/00000151.npz,0,512,512,16,0.7
00000152,152,data/gene_36class/generated/gene_0/images/seed0152_latClass_0.png,data/gene_36class/generated/gene_0/w/00000152.npz,0,512,512,16,0.7
00000153,153,data/gene_36class/generated/gene_0/images/seed0153_latClass_0.png,data/gene_36class/generated/gene_0/w/00000153.npz,0,512,512,16,0.7
00000154,154,data/gene_36class/generated/gene_0/images/seed0154_latClass_0.png,data/gene_36class/generated/gene_0/w/00000154.npz,0,512,512,16,0.7
00000155,155,data/gene_36class/generated/gene_0/images/seed0155_latClass_0.png,data/gene_36class/generated/gene_0/w/00000155.npz,0,512,512,16,0.7
00000156,156,data/gene_36class/generated/gene_0/images/seed0156_latClass_0.png,data/gene_36class/generated/gene_0/w/00000156.npz,0,512,512,16,0.7
00000157,157,data/gene_36class/generated/gene_0/images/seed0157_latClass_0.png,data/gene_36class/generated/gene_0/w/00000157.npz,0,512,512,16,0.7
00000158,158,data/gene_36class/generated/gene_0/images/seed0158_latClass_0.png,data/gene_36class/generated/gene_0/w/00000158.npz,0,512,512,16,0.7
00000159,159,data/gene_36class/generated/gene_0/images/seed0159_latClass_0.png,data/gene_36class/generated/gene_0/w/00000159.npz,0,512,512,16,0.7
00000160,160,data/gene_36class/generated/gene_0/images/seed0160_latClass_0.png,data/gene_36class/generated/gene_0/w/00000160.npz,0,512,512,16,0.7
00000161,161,data/gene_36class/generated/gene_0/images/seed0161_latClass_0.png,data/gene_36class/generated/gene_0/w/00000161.npz,0,512,512,16,0.7
00000162,162,data/gene_36class/generated/gene_0/images/seed0162_latClass_0.png,data/gene_36class/generated/gene_0/w/00000162.npz,0,512,512,16,0.7
00000163,163,data/gene_36class/generated/gene_0/images/seed0163_latClass_0.png,data/gene_36class/generated/gene_0/w/00000163.npz,0,512,512,16,0.7
00000164,164,data/gene_36class/generated/gene_0/images/seed0164_latClass_0.png,data/gene_36class/generated/gene_0/w/00000164.npz,0,512,512,16,0.7
00000165,165,data/gene_36class/generated/gene_0/images/seed0165_latClass_0.png,data/gene_36class/generated/gene_0/w/00000165.npz,0,512,512,16,0.7
00000166,166,data/gene_36class/generated/gene_0/images/seed0166_latClass_0.png,data/gene_36class/generated/gene_0/w/00000166.npz,0,512,512,16,0.7
00000167,167,data/gene_36class/generated/gene_0/images/seed0167_latClass_0.png,data/gene_36class/generated/gene_0/w/00000167.npz,0,512,512,16,0.7
00000168,168,data/gene_36class/generated/gene_0/images/seed0168_latClass_0.png,data/gene_36class/generated/gene_0/w/00000168.npz,0,512,512,16,0.7
00000169,169,data/gene_36class/generated/gene_0/images/seed0169_latClass_0.png,data/gene_36class/generated/gene_0/w/00000169.npz,0,512,512,16,0.7
00000170,170,data/gene_36class/generated/gene_0/images/seed0170_latClass_0.png,data/gene_36class/generated/gene_0/w/00000170.npz,0,512,512,16,0.7
00000171,171,data/gene_36class/generated/gene_0/images/seed0171_latClass_0.png,data/gene_36class/generated/gene_0/w/00000171.npz,0,512,512,16,0.7
00000172,172,data/gene_36class/generated/gene_0/images/seed0172_latClass_0.png,data/gene_36class/generated/gene_0/w/00000172.npz,0,512,512,16,0.7
00000173,173,data/gene_36class/generated/gene_0/images/seed0173_latClass_0.png,data/gene_36class/generated/gene_0/w/00000173.npz,0,512,512,16,0.7
00000174,174,data/gene_36class/generated/gene_0/images/seed0174_latClass_0.png,data/gene_36class/generated/gene_0/w/00000174.npz,0,512,512,16,0.7
00000175,175,data/gene_36class/generated/gene_0/images/seed0175_latClass_0.png,data/gene_36class/generated/gene_0/w/00000175.npz,0,512,512,16,0.7
00000176,176,data/gene_36class/generated/gene_0/images/seed0176_latClass_0.png,data/gene_36class/generated/gene_0/w/00000176.npz,0,512,512,16,0.7
00000177,177,data/gene_36class/generated/gene_0/images/seed0177_latClass_0.png,data/gene_36class/generated/gene_0/w/00000177.npz,0,512,512,16,0.7
00000178,178,data/gene_36class/generated/gene_0/images/seed0178_latClass_0.png,data/gene_36class/generated/gene_0/w/00000178.npz,0,512,512,16,0.7
00000179,179,data/gene_36class/generated/gene_0/images/seed0179_latClass_0.png,data/gene_36class/generated/gene_0/w/00000179.npz,0,512,512,16,0.7
00000180,180,data/gene_36class/generated/gene_0/images/seed0180_latClass_0.png,data/gene_36class/generated/gene_0/w/00000180.npz,0,512,512,16,0.7
00000181,181,data/gene_36class/generated/gene_0/images/seed0181_latClass_0.png,data/gene_36class/generated/gene_0/w/00000181.npz,0,512,512,16,0.7
00000182,182,data/gene_36class/generated/gene_0/images/seed0182_latClass_0.png,data/gene_36class/generated/gene_0/w/00000182.npz,0,512,512,16,0.7
00000183,183,data/gene_36class/generated/gene_0/images/seed0183_latClass_0.png,data/gene_36class/generated/gene_0/w/00000183.npz,0,512,512,16,0.7
00000184,184,data/gene_36class/generated/gene_0/images/seed0184_latClass_0.png,data/gene_36class/generated/gene_0/w/00000184.npz,0,512,512,16,0.7
00000185,185,data/gene_36class/generated/gene_0/images/seed0185_latClass_0.png,data/gene_36class/generated/gene_0/w/00000185.npz,0,512,512,16,0.7
00000186,186,data/gene_36class/generated/gene_0/images/seed0186_latClass_0.png,data/gene_36class/generated/gene_0/w/00000186.npz,0,512,512,16,0.7
