gen_id,seed,img_path,w_npz_path,gene_class_idx,z_dim,w_dim,num_ws,trunc,lat_pred,lat_conf
26,26,data/laterality/generated/images/seed0026_latClass_0.png,data/laterality/generated/w/00000026.npz,0,512,512,16,0.7,R,0.9961699843406677
27,27,data/laterality/generated/images/seed0027_latClass_0.png,data/laterality/generated/w/00000027.npz,0,512,512,16,0.7,R,0.8369697332382202
28,28,data/laterality/generated/images/seed0028_latClass_0.png,data/laterality/generated/w/00000028.npz,0,512,512,16,0.7,R,0.7122746109962463
29,29,data/laterality/generated/images/seed0029_latClass_0.png,data/laterality/generated/w/00000029.npz,0,512,512,16,0.7,L,0.8577503561973572
30,30,data/laterality/generated/images/seed0030_latClass_0.png,data/laterality/generated/w/00000030.npz,0,512,512,16,0.7,R,0.995345413684845
31,31,data/laterality/generated/images/seed0031_latClass_0.png,data/laterality/generated/w/00000031.npz,0,512,512,16,0.7,L,0.6318732500076294
32,32,data/laterality/generated/images/seed0032_latClass_0.png,data/laterality/generated/w/00000032.npz,0,512,512,16,0.7,L,0.7831344604492188
33,33,data/laterality/generated/images/seed0033_latClass_0.png,data/laterality/generated/w/00000033.npz,0,512,512,16,0.7,R,0.5260935425758362
34,34,data/laterality/generated/images/seed0034_latClass_0.png,data/laterality/generated/w/00000034.npz,0,512,512,16,0.7,L,0.9859559535980225
35,35,data/laterality/generated/images/seed0035_latClass_0.png,data/laterality/generated/w/00000035.npz,0,512,512,16,0.7,R,0.9740366339683533
36,36,data/laterality/generated/images/seed0036_latClass_0.png,data/laterality/generated/w/00000036.npz,0,512,512,16,0.7,R,0.8818551301956177
37,37,data/laterality/generated/images/seed0037_latClass_0.png,data/laterality/generated/w/00000037.npz,0,512,512,16,0.7,R,0.9753977656364441
38,38,data/laterality/generated/images/seed0038_latClass_0.png,data/laterality/generated/w/00000038.npz,0,512,512,16,0.7,R,0.9183753132820129
39,39,data/laterality/generated/images/seed0039_latClass_0.png,data/laterality/generated/w/00000039.npz,0,512,512,16,0.7,L,0.94422847032547
40,40,data/laterality/generated/images/seed0040_latClass_0.png,data/laterality/generated/w/00000040.npz,0,512,512,16,0.7,L,0.8537895083427429
41,41,data/laterality/generated/images/seed0041_latClass_0.png,data/laterality/generated/w/00000041.npz,0,512,512,16,0.7,R,0.9962218999862671
42,42,data/laterality/generated/images/seed0042_latClass_0.png,data/laterality/generated/w/00000042.npz,0,512,512,16,0.7,L,0.7646714448928833
43,43,data/laterality/generated/images/seed0043_latClass_0.png,data/laterality/generated/w/00000043.npz,0,512,512,16,0.7,L,0.8868008852005005
44,44,data/laterality/generated/images/seed0044_latClass_0.png,data/laterality/generated/w/00000044.npz,0,512,512,16,0.7,L,0.9442312717437744
45,45,data/laterality/generated/images/seed0045_latClass_0.png,data/laterality/generated/w/00000045.npz,0,512,512,16,0.7,R,0.9200928807258606
46,46,data/laterality/generated/images/seed0046_latClass_0.png,data/laterality/generated/w/00000046.npz,0,512,512,16,0.7,R,0.9468246698379517
47,47,data/laterality/generated/images/seed0047_latClass_0.png,data/laterality/generated/w/00000047.npz,0,512,512,16,0.7,L,0.9941991567611694
48,48,data/laterality/generated/images/seed0048_latClass_0.png,data/laterality/generated/w/00000048.npz,0,512,512,16,0.7,L,0.6310281753540039
49,49,data/laterality/generated/images/seed0049_latClass_0.png,data/laterality/generated/w/00000049.npz,0,512,512,16,0.7,R,0.9076282382011414
50,50,data/laterality/generated/images/seed0050_latClass_0.png,data/laterality/generated/w/00000050.npz,0,512,512,16,0.7,L,0.907243549823761
51,51,data/laterality/generated/images/seed0051_latClass_0.png,data/laterality/generated/w/00000051.npz,0,512,512,16,0.7,L,0.8099187016487122
52,52,data/laterality/generated/images/seed0052_latClass_0.png,data/laterality/generated/w/00000052.npz,0,512,512,16,0.7,R,0.5960034728050232
53,53,data/laterality/generated/images/seed0053_latClass_0.png,data/laterality/generated/w/00000053.npz,0,512,512,16,0.7,L,0.7736510038375854
54,54,data/laterality/generated/images/seed0054_latClass_0.png,data/laterality/generated/w/00000054.npz,0,512,512,16,0.7,L,0.5381876826286316
55,55,data/laterality/generated/images/seed0055_latClass_0.png,data/laterality/generated/w/00000055.npz,0,512,512,16,0.7,L,0.7383907437324524
56,56,data/laterality/generated/images/seed0056_latClass_0.png,data/laterality/generated/w/00000056.npz,0,512,512,16,0.7,L,0.6862764358520508
57,57,data/laterality/generated/images/seed0057_latClass_0.png,data/laterality/generated/w/00000057.npz,0,512,512,16,0.7,R,0.834674060344696
58,58,data/laterality/generated/images/seed0058_latClass_0.png,data/laterality/generated/w/00000058.npz,0,512,512,16,0.7,L,0.7762466073036194
59,59,data/laterality/generated/images/seed0059_latClass_0.png,data/laterality/generated/w/00000059.npz,0,512,512,16,0.7,R,0.9929839372634888
60,60,data/laterality/generated/images/seed0060_latClass_0.png,data/laterality/generated/w/00000060.npz,0,512,512,16,0.7,L,0.7507936358451843
61,61,data/laterality/generated/images/seed0061_latClass_0.png,data/laterality/generated/w/00000061.npz,0,512,512,16,0.7,R,0.9730058908462524
62,62,data/laterality/generated/images/seed0062_latClass_0.png,data/laterality/generated/w/00000062.npz,0,512,512,16,0.7,R,0.9667831063270569
63,63,data/laterality/generated/images/seed0063_latClass_0.png,data/laterality/generated/w/00000063.npz,0,512,512,16,0.7,L,0.7382158041000366
64,64,data/laterality/generated/images/seed0064_latClass_0.png,data/laterality/generated/w/00000064.npz,0,512,512,16,0.7,R,0.8784403204917908
65,65,data/laterality/generated/images/seed0065_latClass_0.png,data/laterality/generated/w/00000065.npz,0,512,512,16,0.7,R,0.9190533757209778
66,66,data/laterality/generated/images/seed0066_latClass_0.png,data/laterality/generated/w/00000066.npz,0,512,512,16,0.7,R,0.8145723938941956
67,67,data/laterality/generated/images/seed0067_latClass_0.png,data/laterality/generated/w/00000067.npz,0,512,512,16,0.7,R,0.672764241695404
68,68,data/laterality/generated/images/seed0068_latClass_0.png,data/laterality/generated/w/00000068.npz,0,512,512,16,0.7,R,0.7233563661575317
69,69,data/laterality/generated/images/seed0069_latClass_0.png,data/laterality/generated/w/00000069.npz,0,512,512,16,0.7,R,0.9964220523834229
70,70,data/laterality/generated/images/seed0070_latClass_0.png,data/laterality/generated/w/00000070.npz,0,512,512,16,0.7,L,0.8850594162940979
71,71,data/laterality/generated/images/seed0071_latClass_0.png,data/laterality/generated/w/00000071.npz,0,512,512,16,0.7,R,0.9745427966117859
72,72,data/laterality/generated/images/seed0072_latClass_0.png,data/laterality/generated/w/00000072.npz,0,512,512,16,0.7,L,0.5525578856468201
73,73,data/laterality/generated/images/seed0073_latClass_0.png,data/laterality/generated/w/00000073.npz,0,512,512,16,0.7,R,0.9942988157272339
74,74,data/laterality/generated/images/seed0074_latClass_0.png,data/laterality/generated/w/00000074.npz,0,512,512,16,0.7,L,0.9326246380805969
75,75,data/laterality/generated/images/seed0075_latClass_0.png,data/laterality/generated/w/00000075.npz,0,512,512,16,0.7,R,0.706166684627533
76,76,data/laterality/generated/images/seed0076_latClass_0.png,data/laterality/generated/w/00000076.npz,0,512,512,16,0.7,R,0.970533549785614
77,77,data/laterality/generated/images/seed0077_latClass_0.png,data/laterality/generated/w/00000077.npz,0,512,512,16,0.7,L,0.9242591261863708
78,78,data/laterality/generated/images/seed0078_latClass_0.png,data/laterality/generated/w/00000078.npz,0,512,512,16,0.7,R,0.9963772892951965
79,79,data/laterality/generated/images/seed0079_latClass_0.png,data/laterality/generated/w/00000079.npz,0,512,512,16,0.7,L,0.9548673629760742
80,80,data/laterality/generated/images/seed0080_latClass_0.png,data/laterality/generated/w/00000080.npz,0,512,512,16,0.7,R,0.58104008436203
81,81,data/laterality/generated/images/seed0081_latClass_0.png,data/laterality/generated/w/00000081.npz,0,512,512,16,0.7,R,0.9583679437637329
82,82,data/laterality/generated/images/seed0082_latClass_0.png,data/laterality/generated/w/00000082.npz,0,512,512,16,0.7,R,0.9528470039367676
83,83,data/laterality/generated/images/seed0083_latClass_0.png,data/laterality/generated/w/00000083.npz,0,512,512,16,0.7,L,0.9992069602012634
84,84,data/laterality/generated/images/seed0084_latClass_0.png,data/laterality/generated/w/00000084.npz,0,512,512,16,0.7,L,0.9944307208061218
85,85,data/laterality/generated/images/seed0085_latClass_0.png,data/laterality/generated/w/00000085.npz,0,512,512,16,0.7,R,0.9981024861335754
86,86,data/laterality/generated/images/seed0086_latClass_0.png,data/laterality/generated/w/00000086.npz,0,512,512,16,0.7,L,0.685319721698761
87,87,data/laterality/generated/images/seed0087_latClass_0.png,data/laterality/generated/w/00000087.npz,0,512,512,16,0.7,R,0.992813766002655
88,88,data/laterality/generated/images/seed0088_latClass_0.png,data/laterality/generated/w/00000088.npz,0,512,512,16,0.7,L,0.9503058195114136
89,89,data/laterality/generated/images/seed0089_latClass_0.png,data/laterality/generated/w/00000089.npz,0,512,512,16,0.7,L,0.620989203453064
90,90,data/laterality/generated/images/seed0090_latClass_0.png,data/laterality/generated/w/00000090.npz,0,512,512,16,0.7,L,0.6653261780738831
91,91,data/laterality/generated/images/seed0091_latClass_0.png,data/laterality/generated/w/00000091.npz,0,512,512,16,0.7,R,0.9405941367149353
92,92,data/laterality/generated/images/seed0092_latClass_0.png,data/laterality/generated/w/00000092.npz,0,512,512,16,0.7,R,0.9965841770172119
93,93,data/laterality/generated/images/seed0093_latClass_0.png,data/laterality/generated/w/00000093.npz,0,512,512,16,0.7,L,0.9964607357978821
94,94,data/laterality/generated/images/seed0094_latClass_0.png,data/laterality/generated/w/00000094.npz,0,512,512,16,0.7,R,0.9014063477516174
95,95,data/laterality/generated/images/seed0095_latClass_0.png,data/laterality/generated/w/00000095.npz,0,512,512,16,0.7,L,0.7272177934646606
96,96,data/laterality/generated/images/seed0096_latClass_0.png,data/laterality/generated/w/00000096.npz,0,512,512,16,0.7,R,0.6606689691543579
97,97,data/laterality/generated/images/seed0097_latClass_0.png,data/laterality/generated/w/00000097.npz,0,512,512,16,0.7,L,0.7973526120185852
98,98,data/laterality/generated/images/seed0098_latClass_0.png,data/laterality/generated/w/00000098.npz,0,512,512,16,0.7,R,0.9420526623725891
99,99,data/laterality/generated/images/seed0099_latClass_0.png,data/laterality/generated/w/00000099.npz,0,512,512,16,0.7,L,0.9911114573478699
100,100,data/laterality/generated/images/seed0100_latClass_0.png,data/laterality/generated/w/00000100.npz,0,512,512,16,0.7,R,0.9868402481079102
101,101,data/laterality/generated/images/seed0101_latClass_0.png,data/laterality/generated/w/00000101.npz,0,512,512,16,0.7,R,0.9944061040878296
102,102,data/laterality/generated/images/seed0102_latClass_0.png,data/laterality/generated/w/00000102.npz,0,512,512,16,0.7,L,0.9942553639411926
103,103,data/laterality/generated/images/seed0103_latClass_0.png,data/laterality/generated/w/00000103.npz,0,512,512,16,0.7,L,0.9678788781166077
104,104,data/laterality/generated/images/seed0104_latClass_0.png,data/laterality/generated/w/00000104.npz,0,512,512,16,0.7,L,0.9407707452774048
105,105,data/laterality/generated/images/seed0105_latClass_0.png,data/laterality/generated/w/00000105.npz,0,512,512,16,0.7,L,0.7377240061759949
106,106,data/laterality/generated/images/seed0106_latClass_0.png,data/laterality/generated/w/00000106.npz,0,512,512,16,0.7,R,0.9813846349716187
107,107,data/laterality/generated/images/seed0107_latClass_0.png,data/laterality/generated/w/00000107.npz,0,512,512,16,0.7,L,0.7330725789070129
108,108,data/laterality/generated/images/seed0108_latClass_0.png,data/laterality/generated/w/00000108.npz,0,512,512,16,0.7,R,0.9666415452957153
109,109,data/laterality/generated/images/seed0109_latClass_0.png,data/laterality/generated/w/00000109.npz,0,512,512,16,0.7,R,0.7415441870689392
110,110,data/laterality/generated/images/seed0110_latClass_0.png,data/laterality/generated/w/00000110.npz,0,512,512,16,0.7,R,0.6140266060829163
111,111,data/laterality/generated/images/seed0111_latClass_0.png,data/laterality/generated/w/00000111.npz,0,512,512,16,0.7,L,0.7845774292945862
112,112,data/laterality/generated/images/seed0112_latClass_0.png,data/laterality/generated/w/00000112.npz,0,512,512,16,0.7,L,0.6203800439834595
113,113,data/laterality/generated/images/seed0113_latClass_0.png,data/laterality/generated/w/00000113.npz,0,512,512,16,0.7,L,0.7083792090415955
114,114,data/laterality/generated/images/seed0114_latClass_0.png,data/laterality/generated/w/00000114.npz,0,512,512,16,0.7,R,0.9946873188018799
115,115,data/laterality/generated/images/seed0115_latClass_0.png,data/laterality/generated/w/00000115.npz,0,512,512,16,0.7,L,0.6614587903022766
116,116,data/laterality/generated/images/seed0116_latClass_0.png,data/laterality/generated/w/00000116.npz,0,512,512,16,0.7,R,0.642342209815979
117,117,data/laterality/generated/images/seed0117_latClass_0.png,data/laterality/generated/w/00000117.npz,0,512,512,16,0.7,L,0.9945577383041382
118,118,data/laterality/generated/images/seed0118_latClass_0.png,data/laterality/generated/w/00000118.npz,0,512,512,16,0.7,R,0.9958699345588684
119,119,data/laterality/generated/images/seed0119_latClass_0.png,data/laterality/generated/w/00000119.npz,0,512,512,16,0.7,L,0.9795564413070679
120,120,data/laterality/generated/images/seed0120_latClass_0.png,data/laterality/generated/w/00000120.npz,0,512,512,16,0.7,L,0.7996082901954651
121,121,data/laterality/generated/images/seed0121_latClass_0.png,data/laterality/generated/w/00000121.npz,0,512,512,16,0.7,R,0.923638105392456
122,122,data/laterality/generated/images/seed0122_latClass_0.png,data/laterality/generated/w/00000122.npz,0,512,512,16,0.7,R,0.9924820065498352
123,123,data/laterality/generated/images/seed0123_latClass_0.png,data/laterality/generated/w/00000123.npz,0,512,512,16,0.7,L,0.9646700620651245
124,124,data/laterality/generated/images/seed0124_latClass_0.png,data/laterality/generated/w/00000124.npz,0,512,512,16,0.7,L,0.9795252084732056
125,125,data/laterality/generated/images/seed0125_latClass_0.png,data/laterality/generated/w/00000125.npz,0,512,512,16,0.7,R,0.9630231857299805
126,126,data/laterality/generated/images/seed0126_latClass_0.png,data/laterality/generated/w/00000126.npz,0,512,512,16,0.7,L,0.6135408878326416
127,127,data/laterality/generated/images/seed0127_latClass_0.png,data/laterality/generated/w/00000127.npz,0,512,512,16,0.7,R,0.6531563997268677
128,128,data/laterality/generated/images/seed0128_latClass_0.png,data/laterality/generated/w/00000128.npz,0,512,512,16,0.7,R,0.881369411945343
129,129,data/laterality/generated/images/seed0129_latClass_0.png,data/laterality/generated/w/00000129.npz,0,512,512,16,0.7,L,0.9637578129768372
130,130,data/laterality/generated/images/seed0130_latClass_0.png,data/laterality/generated/w/00000130.npz,0,512,512,16,0.7,L,0.5457429885864258
131,131,data/laterality/generated/images/seed0131_latClass_0.png,data/laterality/generated/w/00000131.npz,0,512,512,16,0.7,L,0.9898290038108826
132,132,data/laterality/generated/images/seed0132_latClass_0.png,data/laterality/generated/w/00000132.npz,0,512,512,16,0.7,L,0.9922202229499817
133,133,data/laterality/generated/images/seed0133_latClass_0.png,data/laterality/generated/w/00000133.npz,0,512,512,16,0.7,R,0.9442239999771118
134,134,data/laterality/generated/images/seed0134_latClass_0.png,data/laterality/generated/w/00000134.npz,0,512,512,16,0.7,R,0.9758752584457397
135,135,data/laterality/generated/images/seed0135_latClass_0.png,data/laterality/generated/w/00000135.npz,0,512,512,16,0.7,L,0.6715496778488159
136,136,data/laterality/generated/images/seed0136_latClass_0.png,data/laterality/generated/w/00000136.npz,0,512,512,16,0.7,L,0.9707911014556885
137,137,data/laterality/generated/images/seed0137_latClass_0.png,data/laterality/generated/w/00000137.npz,0,512,512,16,0.7,R,0.507062554359436
138,138,data/laterality/generated/images/seed0138_latClass_0.png,data/laterality/generated/w/00000138.npz,0,512,512,16,0.7,L,0.6786519885063171
139,139,data/laterality/generated/images/seed0139_latClass_0.png,data/laterality/generated/w/00000139.npz,0,512,512,16,0.7,L,0.5761877298355103
140,140,data/laterality/generated/images/seed0140_latClass_0.png,data/laterality/generated/w/00000140.npz,0,512,512,16,0.7,R,0.6610552072525024
141,141,data/laterality/generated/images/seed0141_latClass_0.png,data/laterality/generated/w/00000141.npz,0,512,512,16,0.7,R,0.9952538013458252
142,142,data/laterality/generated/images/seed0142_latClass_0.png,data/laterality/generated/w/00000142.npz,0,512,512,16,0.7,R,0.5360745191574097
143,143,data/laterality/generated/images/seed0143_latClass_0.png,data/laterality/generated/w/00000143.npz,0,512,512,16,0.7,R,0.9481284022331238
144,144,data/laterality/generated/images/seed0144_latClass_0.png,data/laterality/generated/w/00000144.npz,0,512,512,16,0.7,L,0.7417775392532349
145,145,data/laterality/generated/images/seed0145_latClass_0.png,data/laterality/generated/w/00000145.npz,0,512,512,16,0.7,R,0.9580503106117249
146,146,data/laterality/generated/images/seed0146_latClass_0.png,data/laterality/generated/w/00000146.npz,0,512,512,16,0.7,L,0.6285379528999329
147,147,data/laterality/generated/images/seed0147_latClass_0.png,data/laterality/generated/w/00000147.npz,0,512,512,16,0.7,L,0.9871499538421631
148,148,data/laterality/generated/images/seed0148_latClass_0.png,data/laterality/generated/w/00000148.npz,0,512,512,16,0.7,R,0.9991649389266968
149,149,data/laterality/generated/images/seed0149_latClass_0.png,data/laterality/generated/w/00000149.npz,0,512,512,16,0.7,R,0.956865668296814
150,150,data/laterality/generated/images/seed0150_latClass_0.png,data/laterality/generated/w/00000150.npz,0,512,512,16,0.7,L,0.6981360912322998
151,151,data/laterality/generated/images/seed0151_latClass_0.png,data/laterality/generated/w/00000151.npz,0,512,512,16,0.7,R,0.6944549679756165
152,152,data/laterality/generated/images/seed0152_latClass_0.png,data/laterality/generated/w/00000152.npz,0,512,512,16,0.7,R,0.9532634615898132
153,153,data/laterality/generated/images/seed0153_latClass_0.png,data/laterality/generated/w/00000153.npz,0,512,512,16,0.7,R,0.6401930451393127
154,154,data/laterality/generated/images/seed0154_latClass_0.png,data/laterality/generated/w/00000154.npz,0,512,512,16,0.7,R,0.9818196296691895
155,155,data/laterality/generated/images/seed0155_latClass_0.png,data/laterality/generated/w/00000155.npz,0,512,512,16,0.7,R,0.9771749377250671
156,156,data/laterality/generated/images/seed0156_latClass_0.png,data/laterality/generated/w/00000156.npz,0,512,512,16,0.7,R,0.81790691614151
157,157,data/laterality/generated/images/seed0157_latClass_0.png,data/laterality/generated/w/00000157.npz,0,512,512,16,0.7,R,0.9983910322189331
158,158,data/laterality/generated/images/seed0158_latClass_0.png,data/laterality/generated/w/00000158.npz,0,512,512,16,0.7,L,0.980369508266449
159,159,data/laterality/generated/images/seed0159_latClass_0.png,data/laterality/generated/w/00000159.npz,0,512,512,16,0.7,L,0.9760134220123291
160,160,data/laterality/generated/images/seed0160_latClass_0.png,data/laterality/generated/w/00000160.npz,0,512,512,16,0.7,L,0.9871785640716553
161,161,data/laterality/generated/images/seed0161_latClass_0.png,data/laterality/generated/w/00000161.npz,0,512,512,16,0.7,R,0.819235622882843
162,162,data/laterality/generated/images/seed0162_latClass_0.png,data/laterality/generated/w/00000162.npz,0,512,512,16,0.7,L,0.9333489537239075
163,163,data/laterality/generated/images/seed0163_latClass_0.png,data/laterality/generated/w/00000163.npz,0,512,512,16,0.7,L,0.9896053075790405
164,164,data/laterality/generated/images/seed0164_latClass_0.png,data/laterality/generated/w/00000164.npz,0,512,512,16,0.7,R,0.9913862943649292
165,165,data/laterality/generated/images/seed0165_latClass_0.png,data/laterality/generated/w/00000165.npz,0,512,512,16,0.7,R,0.7997876405715942
166,166,data/laterality/generated/images/seed0166_latClass_0.png,data/laterality/generated/w/00000166.npz,0,512,512,16,0.7,R,0.9760515689849854
167,167,data/laterality/generated/images/seed0167_latClass_0.png,data/laterality/generated/w/00000167.npz,0,512,512,16,0.7,R,0.9993610978126526
168,168,data/laterality/generated/images/seed0168_latClass_0.png,data/laterality/generated/w/00000168.npz,0,512,512,16,0.7,L,0.6224909424781799
169,169,data/laterality/generated/images/seed0169_latClass_0.png,data/laterality/generated/w/00000169.npz,0,512,512,16,0.7,R,0.9467611908912659
170,170,data/laterality/generated/images/seed0170_latClass_0.png,data/laterality/generated/w/00000170.npz,0,512,512,16,0.7,R,0.9878752827644348
171,171,data/laterality/generated/images/seed0171_latClass_0.png,data/laterality/generated/w/00000171.npz,0,512,512,16,0.7,R,0.9904894828796387
172,172,data/laterality/generated/images/seed0172_latClass_0.png,data/laterality/generated/w/00000172.npz,0,512,512,16,0.7,R,0.8534207344055176
173,173,data/laterality/generated/images/seed0173_latClass_0.png,data/laterality/generated/w/00000173.npz,0,512,512,16,0.7,L,0.9967254400253296
174,174,data/laterality/generated/images/seed0174_latClass_0.png,data/laterality/generated/w/00000174.npz,0,512,512,16,0.7,R,0.9508069157600403
175,175,data/laterality/generated/images/seed0175_latClass_0.png,data/laterality/generated/w/00000175.npz,0,512,512,16,0.7,L,0.8064301609992981
176,176,data/laterality/generated/images/seed0176_latClass_0.png,data/laterality/generated/w/00000176.npz,0,512,512,16,0.7,L,0.6387295126914978
177,177,data/laterality/generated/images/seed0177_latClass_0.png,data/laterality/generated/w/00000177.npz,0,512,512,16,0.7,L,0.9912420511245728
178,178,data/laterality/generated/images/seed0178_latClass_0.png,data/laterality/generated/w/00000178.npz,0,512,512,16,0.7,R,0.8926889896392822
179,179,data/laterality/generated/images/seed0179_latClass_0.png,data/laterality/generated/w/00000179.npz,0,512,512,16,0.7,L,0.5277853012084961
180,180,data/laterality/generated/images/seed0180_latClass_0.png,data/laterality/generated/w/00000180.npz,0,512,512,16,0.7,L,0.9974097609519958
181,181,data/laterality/generated/images/seed0181_latClass_0.png,data/laterality/generated/w/00000181.npz,0,512,512,16,0.7,R,0.9456852078437805
182,182,data/laterality/generated/images/seed0182_latClass_0.png,data/laterality/generated/w/00000182.npz,0,512,512,16,0.7,L,0.9934532642364502
183,183,data/laterality/generated/images/seed0183_latClass_0.png,data/laterality/generated/w/00000183.npz,0,512,512,16,0.7,R,0.9167068004608154
184,184,data/laterality/generated/images/seed0184_latClass_0.png,data/laterality/generated/w/00000184.npz,0,512,512,16,0.7,R,0.9959153532981873
185,185,data/laterality/generated/images/seed0185_latClass_0.png,data/laterality/generated/w/00000185.npz,0,512,512,16,0.7,L,0.9365509152412415
186,186,data/laterality/generated/images/seed0186_latClass_0.png,data/laterality/generated/w/00000186.npz,0,512,512,16,0.7,L,0.6687747240066528
187,187,data/laterality/generated/images/seed0187_latClass_0.png,data/laterality/generated/w/00000187.npz,0,512,512,16,0.7,L,0.5325199365615845
188,188,data/laterality/generated/images/seed0188_latClass_0.png,data/laterality/generated/w/00000188.npz,0,512,512,16,0.7,L,0.9909011125564575
189,189,data/laterality/generated/images/seed0189_latClass_0.png,data/laterality/generated/w/00000189.npz,0,512,512,16,0.7,L,0.9830762147903442
190,190,data/laterality/generated/images/seed0190_latClass_0.png,data/laterality/generated/w/00000190.npz,0,512,512,16,0.7,L,0.9678475856781006
191,191,data/laterality/generated/images/seed0191_latClass_0.png,data/laterality/generated/w/00000191.npz,0,512,512,16,0.7,R,0.9904924035072327
192,192,data/laterality/generated/images/seed0192_latClass_0.png,data/laterality/generated/w/00000192.npz,0,512,512,16,0.7,R,0.908365786075592
193,193,data/laterality/generated/images/seed0193_latClass_0.png,data/laterality/generated/w/00000193.npz,0,512,512,16,0.7,R,0.7528572678565979
194,194,data/laterality/generated/images/seed0194_latClass_0.png,data/laterality/generated/w/00000194.npz,0,512,512,16,0.7,R,0.5211629271507263
195,195,data/laterality/generated/images/seed0195_latClass_0.png,data/laterality/generated/w/00000195.npz,0,512,512,16,0.7,R,0.9929763078689575
196,196,data/laterality/generated/images/seed0196_latClass_0.png,data/laterality/generated/w/00000196.npz,0,512,512,16,0.7,R,0.9872167706489563
197,197,data/laterality/generated/images/seed0197_latClass_0.png,data/laterality/generated/w/00000197.npz,0,512,512,16,0.7,L,0.9550418257713318
198,198,data/laterality/generated/images/seed0198_latClass_0.png,data/laterality/generated/w/00000198.npz,0,512,512,16,0.7,L,0.9260334372520447
199,199,data/laterality/generated/images/seed0199_latClass_0.png,data/laterality/generated/w/00000199.npz,0,512,512,16,0.7,R,0.8795586824417114
200,200,data/laterality/generated/images/seed0200_latClass_0.png,data/laterality/generated/w/00000200.npz,0,512,512,16,0.7,L,0.9404224753379822
