x,y,z,label,img_path
-7.130963,0.8036823,0.43010873,Real-gene0,data/samples_umap/real/gene_0/gene0_1106_AF_B-1_0.png
-4.2618003,8.231803,2.878119,Real-gene0,data/samples_umap/real/gene_0/gene0_0106_AF_B-0_0.png
-5.9941893,5.23384,2.227041,Real-gene0,data/samples_umap/real/gene_0/gene0_1416_AF_B-0_0.png
-5.312844,3.5695179,2.4592633,Real-gene0,data/samples_umap/real/gene_0/gene0_1332_AF_B-0_0.png
-6.169898,4.689308,2.1556423,Real-gene0,data/samples_umap/real/gene_0/gene0_1818_AF_B-0_0.png
-5.5845447,4.177778,3.0202918,Real-gene0,data/samples_umap/real/gene_0/gene0_1388_AF_B-1_0.png
-5.1682343,5.4051094,2.2480903,Real-gene0,data/samples_umap/real/gene_0/gene0_1477_AF_B-0_0.png
-4.5841765,7.247832,3.2631774,Real-gene0,data/samples_umap/real/gene_0/gene0_1025_AF_B-0_0.png
-4.6948237,6.3951006,3.5001895,Real-gene0,data/samples_umap/real/gene_0/gene0_0570_AF_B-0_0.png
-5.3676434,5.6243625,2.4635417,Real-gene0,data/samples_umap/real/gene_0/gene0_0521_AF_B-0_0.png
-6.832936,3.654561,2.133593,Real-gene0,data/samples_umap/real/gene_0/gene0_0049_AF_B-0_0.png
-3.8695922,9.45126,2.85525,Real-gene0,data/samples_umap/real/gene_0/gene0_0754_AF_B-0_0.png
-6.961045,0.81602556,0.29438716,Real-gene0,data/samples_umap/real/gene_0/gene0_1310_AF_B-0_0.png
-7.05735,2.485074,0.8135374,Real-gene0,data/samples_umap/real/gene_0/gene0_0502_AF_B-0_0.png
-5.806172,4.412851,2.4579914,Real-gene0,data/samples_umap/real/gene_0/gene0_0784_AF_B-0_0.png
-4.8486724,6.1220093,2.611065,Real-gene0,data/samples_umap/real/gene_0/gene0_0432_AF_B-1_0.png
-7.468115,2.3485746,0.9362757,Real-gene0,data/samples_umap/real/gene_0/gene0_1061_AF_B-2_0.png
-6.9352713,0.6848428,0.4781054,Real-gene0,data/samples_umap/real/gene_0/gene0_1783_AF_B-0_0.png
-6.715678,1.8430703,-0.16622666,Real-gene0,data/samples_umap/real/gene_0/gene0_0071_AF_B-0_0.png
-4.8648396,5.4482074,2.4790118,Real-gene0,data/samples_umap/real/gene_0/gene0_0029_AF_B-0_0.png
-4.85992,6.697074,2.7623627,Real-gene0,data/samples_umap/real/gene_0/gene0_0497_AF_B-0_0.png
-5.378759,5.963337,2.4806218,Real-gene0,data/samples_umap/real/gene_0/gene0_0959_AF_B-0_0.png
-5.119496,4.551148,2.7703333,Real-gene0,data/samples_umap/real/gene_0/gene0_0022_AF_B-0_0.png
-5.3436923,5.0094438,3.1914139,Real-gene0,data/samples_umap/real/gene_0/gene0_1635_AF_B-1_0.png
-4.849046,6.5316434,2.9572432,Real-gene0,data/samples_umap/real/gene_0/gene0_1453_AF_B-0_0.png
-4.7518864,6.342371,3.2986963,Real-gene0,data/samples_umap/real/gene_0/gene0_0284_AF_B-1_0.png
-6.7511973,1.559839,-0.11326201,Real-gene0,data/samples_umap/real/gene_0/gene0_1561_AF_B-0_0.png
-5.2642264,3.363986,2.469084,Real-gene0,data/samples_umap/real/gene_0/gene0_0860_AF_B-3_0.png
-5.250147,3.7490394,2.5369136,Real-gene0,data/samples_umap/real/gene_0/gene0_0439_AF_B-0_0.png
-4.129459,9.463212,2.6129553,Real-gene0,data/samples_umap/real/gene_0/gene0_1953_AF_B-0_0.png
-6.651732,3.967926,1.9778453,Real-gene0,data/samples_umap/real/gene_0/gene0_0771_AF_B-0_0.png
-4.3767333,9.506815,2.39838,Real-gene0,data/samples_umap/real/gene_0/gene0_1922_AF_B-0_0.png
-7.12939,2.4081597,-0.28164083,Real-gene0,data/samples_umap/real/gene_0/gene0_1309_AF_B-0_0.png
-5.621361,2.9970486,1.9082128,Real-gene0,data/samples_umap/real/gene_0/gene0_1184_AF_B-0_0.png
-4.36631,7.280614,3.1224008,Real-gene0,data/samples_umap/real/gene_0/gene0_0406_AF_B-0_0.png
-5.5904303,5.2093787,1.7422295,Real-gene0,data/samples_umap/real/gene_0/gene0_1889_AF_B-0_0.png
-6.828475,4.1767945,1.9524021,Real-gene0,data/samples_umap/real/gene_0/gene0_1965_AF_B-0_0.png
-4.641034,6.5741725,3.1333542,Real-gene0,data/samples_umap/real/gene_0/gene0_1016_AF_B-0_0.png
-6.760588,2.9796302,1.8874948,Real-gene0,data/samples_umap/real/gene_0/gene0_1148_AF_B-1_0.png
-6.852433,0.7476443,0.46892267,Real-gene0,data/samples_umap/real/gene_0/gene0_1958_AF_B-0_0.png
-4.541431,8.284538,2.8638613,Real-gene0,data/samples_umap/real/gene_0/gene0_0944_AF_B-0_0.png
-4.2223144,8.446835,2.9295466,Real-gene0,data/samples_umap/real/gene_0/gene0_0334_AF_B-0_0.png
-5.618272,5.0506935,1.6687763,Real-gene0,data/samples_umap/real/gene_0/gene0_1115_AF_B-0_0.png
-6.6583204,1.9081438,-0.19615287,Real-gene0,data/samples_umap/real/gene_0/gene0_0070_AF_B-0_0.png
-6.6622434,4.4082937,1.8511455,Real-gene0,data/samples_umap/real/gene_0/gene0_1371_AF_B-1_0.png
-4.0590706,8.401967,3.3005366,Real-gene0,data/samples_umap/real/gene_0/gene0_0177_AF_B-0_0.png
-6.5049596,4.721668,1.916408,Real-gene0,data/samples_umap/real/gene_0/gene0_1086_AF_B-0_0.png
-3.945203,8.464012,3.1478524,Real-gene0,data/samples_umap/real/gene_0/gene0_0155_AF_B-3_0.png
-6.286525,3.4749825,1.4757125,Real-gene0,data/samples_umap/real/gene_0/gene0_0116_AF_B-2_0.png
-4.414046,9.45783,2.380798,Real-gene0,data/samples_umap/real/gene_0/gene0_0760_AF_B-0_0.png
-4.472019,8.367164,2.8437812,Real-gene0,data/samples_umap/real/gene_0/gene0_1078_AF_B-0_0.png
-5.092927,5.525055,2.2848747,Real-gene0,data/samples_umap/real/gene_0/gene0_1171_AF_B-0_0.png
-5.04927,5.958729,3.2828841,Real-gene0,data/samples_umap/real/gene_0/gene0_1002_AF_B-5_0.png
-5.277051,4.5259256,2.7246606,Real-gene0,data/samples_umap/real/gene_0/gene0_1243_AF_B-0_0.png
-4.738858,6.359486,2.6567852,Real-gene0,data/samples_umap/real/gene_0/gene0_0305_AF_B-0_0.png
-3.937784,8.372263,3.1852858,Real-gene0,data/samples_umap/real/gene_0/gene0_1200_AF_B-0_0.png
13.569417,3.4031148,3.5140862,Real-gene0,data/samples_umap/real/gene_0/gene0_0694_AF_B-2_0.png
-4.3422713,9.409915,2.428431,Real-gene0,data/samples_umap/real/gene_0/gene0_0682_AF_B-0_0.png
-4.847236,5.964638,3.1444979,Real-gene0,data/samples_umap/real/gene_0/gene0_0085_AF_B-0_0.png
-4.760831,7.01545,3.4241676,Real-gene0,data/samples_umap/real/gene_0/gene0_1023_AF_B-0_0.png
-5.159051,6.212629,3.5268736,Real-gene0,data/samples_umap/real/gene_0/gene0_0355_AF_B-0_0.png
-4.4260077,9.387438,2.4076314,Real-gene0,data/samples_umap/real/gene_0/gene0_1051_AF_B-0_0.png
-5.203304,5.925723,3.280908,Real-gene0,data/samples_umap/real/gene_0/gene0_0617_AF_B-0_0.png
-6.0869756,5.0277796,2.223201,Real-gene0,data/samples_umap/real/gene_0/gene0_1325_AF_B-2_0.png
-6.117857,3.3952863,1.1382233,Real-gene0,data/samples_umap/real/gene_0/gene0_1133_AF_B-0_0.png
-6.9961443,3.4821548,1.9684429,Real-gene0,data/samples_umap/real/gene_0/gene0_1973_AF_B-0_0.png
-5.2187233,3.7318385,2.5489159,Real-gene0,data/samples_umap/real/gene_0/gene0_0441_AF_B-1_0.png
-5.415039,6.3657207,3.0019035,Real-gene0,data/samples_umap/real/gene_0/gene0_0433_AF_B-0_0.png
-5.076907,5.376384,3.10693,Real-gene0,data/samples_umap/real/gene_0/gene0_0560_AF_B-3_0.png
-5.90163,3.5738711,2.490172,Real-gene0,data/samples_umap/real/gene_0/gene0_0475_AF_B-1_0.png
-4.751234,6.3024826,2.3668125,Real-gene0,data/samples_umap/real/gene_0/gene0_0243_AF_B-0_0.png
-7.7885375,2.0656664,0.32138315,Real-gene0,data/samples_umap/real/gene_0/gene0_0449_AF_B-1_0.png
-5.3588953,5.571576,2.3572524,Real-gene0,data/samples_umap/real/gene_0/gene0_1551_AF_B-0_0.png
-4.3244996,7.62471,2.8246262,Real-gene0,data/samples_umap/real/gene_0/gene0_0199_AF_B-0_0.png
-5.1294,5.612859,2.7669594,Real-gene0,data/samples_umap/real/gene_0/gene0_0513_AF_B-0_0.png
-5.726314,3.3002915,2.4984975,Real-gene0,data/samples_umap/real/gene_0/gene0_0881_AF_B-1_0.png
-3.7346315,9.029248,3.1202688,Real-gene0,data/samples_umap/real/gene_0/gene0_0708_AF_B-0_0.png
-5.1262264,5.677452,2.8644145,Real-gene0,data/samples_umap/real/gene_0/gene0_0309_AF_B-0_0.png
-4.599794,4.913512,2.825728,Real-gene0,data/samples_umap/real/gene_0/gene0_0588_AF_B-1_0.png
-6.9073133,2.1122973,-0.41432217,Real-gene0,data/samples_umap/real/gene_0/gene0_0067_AF_B-0_0.png
-6.7120667,1.6162416,0.04724068,Real-gene0,data/samples_umap/real/gene_0/gene0_0836_AF_B-0_0.png
-4.266834,9.539269,2.4736464,Real-gene0,data/samples_umap/real/gene_0/gene0_0640_AF_B-1_0.png
-4.351941,9.441313,2.4602349,Real-gene0,data/samples_umap/real/gene_0/gene0_1680_AF_B-1_0.png
-4.4205556,8.319335,2.8616786,Real-gene0,data/samples_umap/real/gene_0/gene0_1698_AF_B-0_0.png
-6.502924,4.197549,2.1152976,Real-gene0,data/samples_umap/real/gene_0/gene0_0058_AF_B-2_0.png
-6.501617,3.625854,2.1552627,Real-gene0,data/samples_umap/real/gene_0/gene0_1874_AF_B-0_0.png
-5.117425,6.534109,3.5911362,Real-gene0,data/samples_umap/real/gene_0/gene0_1764_AF_B-1_0.png
-5.545976,5.0430655,3.179234,Real-gene0,data/samples_umap/real/gene_0/gene0_1262_AF_B-1_0.png
-4.4029937,7.2855573,2.8903146,Real-gene0,data/samples_umap/real/gene_0/gene0_0412_AF_B-1_0.png
-5.147312,5.771841,2.4084249,Real-gene0,data/samples_umap/real/gene_0/gene0_1908_AF_B-0_0.png
-6.9052587,1.4577584,-0.10543834,Real-gene0,data/samples_umap/real/gene_0/gene0_1566_AF_B-0_0.png
-5.4824557,4.2527986,2.9994147,Real-gene0,data/samples_umap/real/gene_0/gene0_1843_AF_B-1_0.png
-3.9604304,9.44234,2.7883236,Real-gene0,data/samples_umap/real/gene_0/gene0_0686_AF_B-0_0.png
-6.5181894,4.6865773,1.9174172,Real-gene0,data/samples_umap/real/gene_0/gene0_1345_AF_B-1_0.png
-5.3125777,3.534477,2.325569,Real-gene0,data/samples_umap/real/gene_0/gene0_0867_AF_B-1_0.png
-6.886568,1.3038049,-0.029800376,Real-gene0,data/samples_umap/real/gene_0/gene0_1255_AF_B-0_0.png
-6.6700673,1.8072541,-0.050992057,Real-gene0,data/samples_umap/real/gene_0/gene0_1256_AF_B-0_0.png
-5.125732,5.6459064,3.0923426,Real-gene0,data/samples_umap/real/gene_0/gene0_1445_AF_B-1_0.png
-6.9480705,0.650511,0.48655143,Real-gene0,data/samples_umap/real/gene_0/gene0_1330_AF_B-0_0.png
-5.246771,3.988717,2.3904827,Real-gene0,data/samples_umap/real/gene_0/gene0_0008_AF_B-0_0.png
-5.7956414,4.707256,2.5617182,Real-gene0,data/samples_umap/real/gene_0/gene0_1603_AF_B-1_0.png
-5.4831967,3.7447832,1.696705,Real-gene0,data/samples_umap/real/gene_0/gene0_1525_AF_B-1_0.png
-4.425258,7.2889013,2.9137025,Real-gene0,data/samples_umap/real/gene_0/gene0_0189_AF_B-1_0.png
-4.738985,6.326618,3.253394,Real-gene0,data/samples_umap/real/gene_0/gene0_0283_AF_B-0_0.png
-4.5803537,7.501479,3.1282659,Real-gene0,data/samples_umap/real/gene_0/gene0_1936_AF_B-0_0.png
-5.684403,5.4989862,2.2575982,Real-gene0,data/samples_umap/real/gene_0/gene0_0218_AF_B-1_0.png
-5.807501,3.79417,2.5677981,Real-gene0,data/samples_umap/real/gene_0/gene0_0701_AF_B-0_0.png
-6.960043,0.7041267,0.260516,Real-gene0,data/samples_umap/real/gene_0/gene0_1329_AF_B-1_0.png
-6.7625175,3.820061,1.9007949,Real-gene0,data/samples_umap/real/gene_0/gene0_1410_AF_B-0_0.png
-5.2293544,3.5887253,2.5780928,Real-gene0,data/samples_umap/real/gene_0/gene0_1304_AF_B-0_0.png
-5.1885395,6.2712507,3.473576,Real-gene0,data/samples_umap/real/gene_0/gene0_0364_AF_B-0_0.png
-4.2576437,8.407592,2.980299,Real-gene0,data/samples_umap/real/gene_0/gene0_1227_AF_B-0_0.png
-6.637331,3.2889569,1.0669769,Real-gene0,data/samples_umap/real/gene_0/gene0_1858_AF_B-0_0.png
-5.670618,4.945542,1.6363802,Real-gene0,data/samples_umap/real/gene_0/gene0_0223_AF_B-0_0.png
-5.3899317,5.4214854,2.6236753,Real-gene0,data/samples_umap/real/gene_0/gene0_0515_AF_B-0_0.png
-5.044392,5.2274914,2.2805896,Real-gene0,data/samples_umap/real/gene_0/gene0_1439_AF_B-0_0.png
-6.5871906,4.4950757,1.9192634,Real-gene0,data/samples_umap/real/gene_0/gene0_1819_AF_B-0_0.png
-6.4601274,4.3237395,2.137611,Real-gene0,data/samples_umap/real/gene_0/gene0_0057_AF_B-1_0.png
-5.224509,5.164702,2.3463068,Real-gene0,data/samples_umap/real/gene_0/gene0_1644_AF_B-1_0.png
-6.8955126,1.1390616,-0.20554392,Real-gene0,data/samples_umap/real/gene_0/gene0_1772_AF_B-0_0.png
-4.165582,9.296863,2.6070216,Real-gene0,data/samples_umap/real/gene_0/gene0_1919_AF_B-0_0.png
-5.4448085,5.1145678,2.4871516,Real-gene0,data/samples_umap/real/gene_0/gene0_1900_AF_B-0_0.png
-5.627777,3.570687,2.2745922,Real-gene0,data/samples_umap/real/gene_0/gene0_1245_AF_B-0_0.png
-4.26269,8.22052,2.9299479,Real-gene0,data/samples_umap/real/gene_0/gene0_1474_AF_B-2_0.png
-4.374145,7.7339807,3.021023,Real-gene0,data/samples_umap/real/gene_0/gene0_1461_AF_B-1_0.png
-5.639748,3.4685452,2.390271,Real-gene0,data/samples_umap/real/gene_0/gene0_0882_AF_B-0_0.png
-4.585357,7.1089854,3.1872704,Real-gene0,data/samples_umap/real/gene_0/gene0_0320_AF_B-1_0.png
-7.43866,1.9291806,0.64331967,Real-gene0,data/samples_umap/real/gene_0/gene0_1812_AF_B-0_0.png
-6.6516027,2.8543208,0.74267846,Real-gene0,data/samples_umap/real/gene_0/gene0_1895_AF_B-0_0.png
-6.198036,3.2550225,1.1184299,Real-gene0,data/samples_umap/real/gene_0/gene0_0225_AF_B-0_0.png
-4.7360644,7.0719047,3.3078275,Real-gene0,data/samples_umap/real/gene_0/gene0_1455_AF_B-1_0.png
-5.3057585,5.1005044,2.007894,Real-gene0,data/samples_umap/real/gene_0/gene0_1887_AF_B-0_0.png
-6.845356,3.6136582,1.9245896,Real-gene0,data/samples_umap/real/gene_0/gene0_0032_AF_B-2_0.png
-7.148334,2.3829505,-0.17692043,Real-gene0,data/samples_umap/real/gene_0/gene0_0210_AF_B-0_0.png
-4.137192,8.248789,3.0449297,Real-gene0,data/samples_umap/real/gene_0/gene0_0889_AF_B-2_0.png
-4.9669123,5.7411327,3.1567366,Real-gene0,data/samples_umap/real/gene_0/gene0_0300_AF_B-0_0.png
-5.3133802,4.1685424,1.9404887,Real-gene0,data/samples_umap/real/gene_0/gene0_1529_AF_B-0_0.png
-3.9646273,8.530938,3.1691396,Real-gene0,data/samples_umap/real/gene_0/gene0_0685_AF_B-0_0.png
-6.0921516,3.5549357,1.1526773,Real-gene0,data/samples_umap/real/gene_0/gene0_1127_AF_B-1_0.png
-7.6863155,2.2485914,-0.16175567,Real-gene0,data/samples_umap/real/gene_0/gene0_0834_AF_B-0_0.png
-6.167592,4.084846,2.037397,Real-gene0,data/samples_umap/real/gene_0/gene0_1540_AF_B-2_0.png
-4.924526,6.3973155,3.5046642,Real-gene0,data/samples_umap/real/gene_0/gene0_0358_AF_B-0_0.png
-5.1242547,6.4801207,3.6145651,Real-gene0,data/samples_umap/real/gene_0/gene0_0370_AF_B-0_0.png
-5.314802,6.6083717,2.816543,Real-gene0,data/samples_umap/real/gene_0/gene0_0885_AF_B-0_0.png
-4.2192054,9.419883,2.5923405,Real-gene0,data/samples_umap/real/gene_0/gene0_1576_AF_B-1_0.png
-6.974326,0.6166066,0.2613387,Real-gene0,data/samples_umap/real/gene_0/gene0_1993_AF_B-1_0.png
-7.336881,1.7860638,-0.00277985,Real-gene0,data/samples_umap/real/gene_0/gene0_1490_AF_B-0_0.png
-4.7319303,7.697746,2.899194,Real-gene0,data/samples_umap/real/gene_0/gene0_0529_AF_B-0_0.png
-4.7739267,6.0815473,3.4148057,Real-gene0,data/samples_umap/real/gene_0/gene0_0567_AF_B-0_0.png
-4.1557865,8.695699,3.129421,Real-gene0,data/samples_umap/real/gene_0/gene0_1201_AF_B-1_0.png
-5.9859567,3.6276734,1.589082,Real-gene0,data/samples_umap/real/gene_0/gene0_0130_AF_B-0_0.png
-6.8510633,1.522136,-0.33976936,Real-gene0,data/samples_umap/real/gene_0/gene0_0142_AF_B-0_0.png
-5.419462,3.345729,2.5670164,Real-gene0,data/samples_umap/real/gene_0/gene0_0524_AF_B-1_0.png
-4.720448,6.159698,2.3530335,Real-gene0,data/samples_umap/real/gene_0/gene0_0203_AF_B-1_0.png
-6.738747,2.793004,1.5356039,Real-gene0,data/samples_umap/real/gene_0/gene0_1537_AF_B-5_0.png
-5.1242385,6.1314354,2.6205943,Real-gene0,data/samples_umap/real/gene_0/gene0_1095_AF_B-0_0.png
-5.666931,3.4413695,2.6897056,Real-gene0,data/samples_umap/real/gene_0/gene0_1838_AF_B-0_0.png
-5.5786343,5.446276,2.4882414,Real-gene0,data/samples_umap/real/gene_0/gene0_0423_AF_B-0_0.png
-4.9666414,6.9993305,2.8391242,Real-gene0,data/samples_umap/real/gene_0/gene0_0958_AF_B-1_0.png
-6.610932,4.0977807,2.0857394,Real-gene0,data/samples_umap/real/gene_0/gene0_1354_AF_B-0_0.png
-6.753279,3.9210424,1.9426222,Real-gene0,data/samples_umap/real/gene_0/gene0_0262_AF_B-0_0.png
-4.868656,5.219387,2.2277176,Real-gene0,data/samples_umap/real/gene_0/gene0_0080_AF_B-1_0.png
-6.14489,3.501827,1.2037532,Real-gene0,data/samples_umap/real/gene_0/gene0_1612_AF_B-0_0.png
-4.4714923,9.328464,2.3359978,Real-gene0,data/samples_umap/real/gene_0/gene0_0789_AF_B-1_0.png
-6.9078426,2.493402,1.5882763,Real-gene0,data/samples_umap/real/gene_0/gene0_1150_AF_B-3_0.png
-5.3442917,3.4025877,2.5199769,Real-gene0,data/samples_umap/real/gene_0/gene0_1337_AF_B-1_0.png
-5.8492193,5.1090612,2.5170414,Real-gene0,data/samples_umap/real/gene_0/gene0_1602_AF_B-0_0.png
-5.4901643,4.818408,3.017715,Real-gene0,data/samples_umap/real/gene_0/gene0_0704_AF_B-0_0.png
-4.463648,7.1002016,3.1608794,Real-gene0,data/samples_umap/real/gene_0/gene0_1784_AF_B-0_0.png
-5.5442815,3.7312582,1.6520464,Real-gene0,data/samples_umap/real/gene_0/gene0_1524_AF_B-0_0.png
-5.0635986,6.531856,3.476629,Real-gene0,data/samples_umap/real/gene_0/gene0_0362_AF_B-0_0.png
-5.004269,6.547884,3.471709,Real-gene0,data/samples_umap/real/gene_0/gene0_0378_AF_B-1_0.png
-4.023719,8.872976,3.0123086,Real-gene0,data/samples_umap/real/gene_0/gene0_1469_AF_B-0_0.png
-6.929472,1.3745881,-0.03327256,Real-gene0,data/samples_umap/real/gene_0/gene0_1556_AF_B-0_0.png
-4.406573,7.270654,2.856776,Real-gene0,data/samples_umap/real/gene_0/gene0_0188_AF_B-0_0.png
-6.5932584,4.317203,1.7308681,Real-gene0,data/samples_umap/real/gene_0/gene0_1090_AF_B-0_0.png
13.90926,3.48768,3.5551808,Real-gene0,data/samples_umap/real/gene_0/gene0_0851_AF_B-1_0.png
-4.1297,9.354061,2.6745028,Real-gene0,data/samples_umap/real/gene_0/gene0_1914_AF_B-1_0.png
-5.455043,3.3203762,2.6318233,Real-gene0,data/samples_umap/real/gene_0/gene0_0532_AF_B-1_0.png
-5.8262324,5.2632337,2.1531394,Real-gene0,data/samples_umap/real/gene_0/gene0_1847_AF_B-1_0.png
-5.1478977,5.917723,2.4219878,Real-gene0,data/samples_umap/real/gene_0/gene0_0081_AF_B-0_0.png
-4.3280635,7.9595118,3.0346835,Real-gene0,data/samples_umap/real/gene_0/gene0_0890_AF_B-3_0.png
-6.985308,2.421262,-0.0719677,Real-gene0,data/samples_umap/real/gene_0/gene0_0737_AF_B-0_0.png
-6.2952285,4.8394213,2.0945208,Real-gene0,data/samples_umap/real/gene_0/gene0_1351_AF_B-1_0.png
-4.58431,6.9639044,2.523141,Real-gene0,data/samples_umap/real/gene_0/gene0_0848_AF_B-0_0.png
-5.212293,3.8562212,2.1574807,Real-gene0,data/samples_umap/real/gene_0/gene0_0853_AF_B-0_0.png
-4.116658,8.639711,3.1956089,Real-gene0,data/samples_umap/real/gene_0/gene0_0174_AF_B-0_0.png
-4.4822044,8.450181,2.8177707,Real-gene0,data/samples_umap/real/gene_0/gene0_1699_AF_B-0_0.png
-6.5772896,4.6040144,1.8767468,Real-gene0,data/samples_umap/real/gene_0/gene0_1343_AF_B-0_0.png
-4.349552,7.641168,3.0478756,Real-gene0,data/samples_umap/real/gene_0/gene0_1460_AF_B-0_0.png
-6.622438,2.654989,1.5901208,Real-gene0,data/samples_umap/real/gene_0/gene0_1247_AF_B-0_0.png
-4.840922,6.7667284,3.415836,Real-gene0,data/samples_umap/real/gene_0/gene0_1639_AF_B-1_0.png
13.699224,3.4549441,3.5453057,Real-gene0,data/samples_umap/real/gene_0/gene0_1748_AF_B-0_0.png
-4.56176,6.900712,2.5765755,Real-gene0,data/samples_umap/real/gene_0/gene0_1101_AF_B-0_0.png
-5.0589867,5.699756,2.478759,Real-gene0,data/samples_umap/real/gene_0/gene0_0698_AF_B-1_0.png
-7.0027018,3.7847052,1.7300128,Real-gene0,data/samples_umap/real/gene_0/gene0_1966_AF_B-1_0.png
-4.102998,8.295375,3.028905,Real-gene0,data/samples_umap/real/gene_0/gene0_0946_AF_B-0_0.png
-5.5985203,3.6143212,2.1511054,Real-gene0,data/samples_umap/real/gene_0/gene0_1246_AF_B-1_0.png
-4.63725,7.2481837,3.0099158,Real-gene0,data/samples_umap/real/gene_0/gene0_0249_AF_B-0_0.png
-7.0102334,0.5894158,0.47598764,Real-gene0,data/samples_umap/real/gene_0/gene0_1994_AF_B-0_0.png
